Graph Ids,C2,C3,G\_N2V,G\_N2V*,G\_HOPE,G\_SDNE,G\_SDNE*,G\_SPEC,GUROBI OPTIMAL,GUROBI TIME
incgraph\_13\_0.06\_5\_30\_1.60\_8\_3,2213.6,2208.43,2215.37,2211.87,2215.33,2213.17,2213.93,2216.93,2172,3039
incgraph\_13\_0.06\_5\_30\_1.60\_9\_3,3027.37,3010.2,3026.97,3022.97,3018.67,3022.63,3019.9,3022.2,2979,11.96
incgraph\_13\_0.06\_5\_30\_1.60\_10\_3,3810.67,3790.7,3799.53,3793.0,3802.03,3802.47,3801.43,3800.57,3739,13154
incgraph\_13\_0.17\_5\_30\_1.20\_2\_3,22424.63,22402.63,22397.47,22399.5,22396.33,22392.9,22392.57,22396.03,22391,5158
incgraph\_13\_0.17\_5\_30\_1.60\_1\_3,25952.63,26083.47,25979.03,25983.57,25979.8,25971.93,25975.63,25978.4,25916,50042
incgraph\_13\_0.17\_5\_30\_1.60\_2\_3,35328.63,35372.0,35323.83,35307.07,35317.27,35315.6,35319.17,35314.27,35249,52.43
incgraph\_13\_0.17\_5\_30\_1.60\_3\_3,19693.57,19661.0,19653.87,19658.9,19657.0,19654.17,19661.77,19645.43,19491,2582856
incgraph\_13\_0.17\_5\_30\_1.60\_4\_3,14911.63,14902.67,14900.47,14899.97,14901.37,14901.23,14902.03,14899.3,14840,32619
incgraph\_13\_0.17\_5\_30\_1.60\_5\_3,6938.1,6936.27,6937.93,6944.57,6940.77,6922.77,6924.23,6937.2,6887,11.92
incgraph\_13\_0.17\_5\_30\_1.60\_6\_3,19360.0,19380.13,19371.93,19369.0,19361.07,19362.63,19359.03,19367.17,19296,22744
incgraph\_13\_0.17\_5\_30\_1.60\_7\_3,21496.27,21452.3,21469.13,21456.4,21467.53,21463.67,21460.17,21456.73,21382,234506
incgraph\_13\_0.17\_5\_30\_1.60\_8\_3,6120.47,6116.73,6098.53,6104.23,6106.8,6105.37,6103.7,6105.13,6060,3152
incgraph\_13\_0.17\_5\_30\_1.60\_9\_3,7404.77,7379.17,7378.57,7378.47,7374.57,7376.6,7381.0,7375.13,7330,46609
incgraph\_13\_0.17\_5\_30\_1.60\_10\_3,20673.53,20712.03,20654.23,20660.27,20669.7,20653.73,20648.67,20666.23,20584,136971
incgraph\_13\_0.30\_5\_30\_1.20\_2\_3,70728.97,70798.93,70728.93,70728.9,70728.73,70728.93,70728.93,70728.83,70731,11623
incgraph\_13\_0.30\_5\_30\_1.60\_1\_3,81816.23,81939.2,81816.0,81814.4,81814.03,81811.23,81810.0,81813.87,81733,9320.53
incgraph\_13\_0.30\_5\_30\_1.60\_2\_3,114827.23,114506.4,114654.37,114647.03,114642.3,114686.1,114673.37,114644.1,114374,4171937
incgraph\_13\_0.30\_5\_30\_1.60\_3\_3,59943.7,59944.47,59901.47,59893.93,59891.8,59880.63,59887.6,59886.63,59833,640775
incgraph\_13\_0.30\_5\_30\_1.60\_4\_3,47094.07,46995.5,47047.8,47038.63,47016.13,47037.37,47041.57,47019.37,46843,172523
incgraph\_13\_0.30\_5\_30\_1.60\_5\_3,23332.2,23274.53,23307.2,23304.23,23311.33,23301.07,23297.57,23299.77,23202,97.94
incgraph\_13\_0.30\_5\_30\_1.60\_6\_3,61762.0,61813.73,61785.4,61787.8,61789.03,61773.6,61772.4,61781.87,61638,21151288
incgraph\_13\_0.30\_5\_30\_1.60\_7\_3,68860.07,68799.17,68749.37,68748.1,68771.53,68774.73,68753.33,68764.7,68599,9018268
incgraph\_13\_0.30\_5\_30\_1.60\_8\_3,20695.53,20673.6,20692.33,20680.13,20668.03,20671.67,20668.93,20682.57,20596,656834
incgraph\_13\_0.30\_5\_30\_1.60\_9\_3,23786.4,23776.47,23772.97,23774.37,23772.0,23780.4,23773.77,23780.93,23695,895535
incgraph\_13\_0.30\_5\_30\_1.60\_10\_3,68460.1,68444.03,68476.7,68465.43,68510.87,68513.47,68481.53,68487.87,68313,2470201
,,,,,,,,,,
incgraph\_20\_0.06\_5\_30\_1.60\_1\_3,8294.13,8213.7,8284.6,8278.53,8285.57,8275.9,8275.77,8272.17,8094,20882
incgraph\_20\_0.06\_5\_30\_1.60\_2\_3,7783.17,7769.97,7776.9,7777.2,7774.57,7775.77,7775.87,7783.37,7628,74759
incgraph\_20\_0.06\_5\_30\_1.60\_3\_3,6214.6,6211.2,6198.77,6202.63,6203.57,6196.8,6204.3,6197.7,6127,18585
incgraph\_20\_0.06\_5\_30\_1.60\_4\_3,6493.03,6468.07,6496.0,6496.6,6489.0,6482.43,6486.73,6487.6,6366,21784
incgraph\_20\_0.06\_5\_30\_1.60\_5\_3,4378.73,4351.43,4375.4,4370.37,4370.5,4374.5,4375.87,4374.0,4286,34321
incgraph\_20\_0.06\_5\_30\_1.60\_6\_3,6186.0,6137.77,6174.3,6174.93,6168.27,6174.43,6167.4,6173.77,6041,25.45
incgraph\_20\_0.06\_5\_30\_1.60\_7\_3,7169.73,7177.87,7158.63,7162.97,7158.8,7167.27,7162.6,7161.3,7093,23646
incgraph\_20\_0.06\_5\_30\_1.60\_8\_3,5695.0,5647.6,5680.63,5679.57,5685.83,5677.47,5675.63,5682.97,5607,25655
incgraph\_20\_0.06\_5\_30\_1.60\_9\_3,5546.03,5524.9,5531.43,5536.83,5530.97,5536.23,5530.93,5531.53,5454,37436
incgraph\_20\_0.06\_5\_30\_1.60\_10\_3,5533.87,5510.9,5518.67,5518.43,5523.17,5523.87,5524.17,5523.97,5423,39301
incgraph\_20\_0.17\_5\_30\_1.60\_1\_3,56148.83,56179.27,56114.13,56097.87,56081.67,56074.5,56083.8,56096.17,55940,663579
incgraph\_20\_0.17\_5\_30\_1.60\_2\_3,41160.8,41235.03,41148.73,41153.97,41158.33,41161.03,41156.6,41168.8,41024,157178
incgraph\_20\_0.17\_5\_30\_1.60\_3\_3,23790.3,23776.33,23756.43,23766.8,23761.77,23769.57,23771.7,23755.87,23568,869.8
incgraph\_20\_0.17\_5\_30\_1.60\_4\_3,31970.73,31971.6,31976.4,31965.63,31983.53,31978.53,31975.4,31951.37,31770,735803
incgraph\_20\_0.17\_5\_30\_1.60\_5\_3,15743.47,15833.3,15782.8,15784.93,15780.43,15767.97,15774.1,15771.2,15646,18102
incgraph\_20\_0.17\_5\_30\_1.60\_6\_3,27796.3,27729.07,27743.53,27734.5,27752.27,27746.4,27741.5,27755.03,27508,1445505
incgraph\_20\_0.17\_5\_30\_1.60\_7\_3,28681.0,28579.9,28616.97,28626.8,28624.77,28641.23,28627.03,28624.5,28363,66179
incgraph\_20\_0.17\_5\_30\_1.60\_8\_3,22931.23,23002.7,22935.17,22940.67,22931.07,22927.67,22931.07,22930.6,22827,228923
incgraph\_20\_0.17\_5\_30\_1.60\_9\_3,18618.7,18633.9,18602.07,18593.57,18613.17,18610.67,18610.47,18611.13,18486,86017
incgraph\_20\_0.17\_5\_30\_1.60\_10\_3,23498.03,23635.13,23512.83,23514.13,23519.33,23520.0,23525.57,23521.43,23425,374852
incgraph\_20\_0.30\_5\_30\_1.60\_1\_3,176658.3,176408.4,176586.17,176545.97,176568.3,176547.83,176562.7,176578.67,176088,1969919
incgraph\_20\_0.30\_5\_30\_1.60\_2\_3,131066.17,131407.67,131059.43,131053.47,131015.7,131071.0,131053.97,131002.77,130630,14566099
incgraph\_20\_0.30\_5\_30\_1.60\_3\_3,73645.07,73696.43,73586.6,73566.97,73569.03,73570.9,73563.7,73568.47,73371,1157225
incgraph\_20\_0.30\_5\_30\_1.60\_4\_3,98203.87,98151.33,98162.07,98152.73,98137.6,98119.87,98115.23,98150.6,97901,1339116
incgraph\_20\_0.30\_5\_30\_1.60\_5\_3,50184.27,50156.57,50182.57,50168.5,50183.2,50177.93,50176.37,50183.5,50060,798634
incgraph\_20\_0.30\_5\_30\_1.60\_6\_3,86889.3,86958.67,86746.13,86748.63,86763.1,86762.1,86762.03,86742.8,86653,6017681
incgraph\_20\_0.30\_5\_30\_1.60\_7\_3,93292.43,93490.0,93343.53,93333.77,93349.23,93373.27,93349.8,93361.2,93226,1145.73
incgraph\_20\_0.30\_5\_30\_1.60\_8\_3,75222.47,75109.27,75132.17,75134.13,75140.43,75138.7,75142.07,75117.97,75054,1919364
incgraph\_20\_0.30\_5\_30\_1.60\_9\_3,57219.8,57364.2,57227.87,57229.2,57233.23,57226.17,57225.87,57239.97,57200,1361428
incgraph\_20\_0.30\_5\_30\_1.60\_10\_3,76938.03,76831.2,76824.17,76822.13,76827.1,76810.6,76822.87,76831.0,76613,7228605
