Graph Ids,C2,C3,G\_N2V,G\_N2V*,G\_HOPE,G\_SDNE,G\_SDNE*,G\_SPEC,GUROBI OPTIMAL,GUROBI TIME
incgraph\_20\_0.06\_5\_30\_1.20\_4\_1,4492.3,4480.7,4483.17,4483.1,4482.33,4481.73,4483.13,4482.27,4469,8113
incgraph\_20\_0.06\_5\_30\_1.20\_5\_1,3101.17,3098.2,3099.53,3099.0,3100.13,3097.07,3097.13,3097.53,3095,5333
incgraph\_20\_0.06\_5\_30\_1.20\_6\_1,4356.87,4348.63,4355.2,4351.73,4352.73,4351.7,4349.67,4352.4,4347,6417
incgraph\_20\_0.06\_5\_30\_1.20\_7\_1,4874.83,4863.93,4870.93,4868.73,4869.57,4869.57,4869.97,4869.57,4863,8448
incgraph\_20\_0.06\_5\_30\_1.20\_8\_1,3964.0,3965.3,3964.0,3964.0,3964.0,3964.03,3964.0,3964.0,3964,5565
incgraph\_20\_0.06\_5\_30\_1.20\_9\_1,3888.2,3893.0,3888.47,3888.3,3888.97,3888.83,3888.87,3889.3,3888,7493
incgraph\_20\_0.06\_5\_30\_1.20\_10\_1,4127.87,4124.83,4127.53,4127.57,4127.9,4128.23,4127.83,4126.73,4123,6381
incgraph\_20\_0.06\_5\_30\_1.60\_1\_1,8943.3,8949.83,8941.93,8941.07,8943.67,8946.27,8942.6,8944.1,8903,29092
incgraph\_20\_0.06\_5\_30\_1.60\_2\_1,8306.2,8308.87,8305.8,8305.53,8303.2,8302.17,8303.43,8302.97,8263,24976
incgraph\_20\_0.06\_5\_30\_1.60\_3\_1,6525.27,6529.67,6526.07,6526.03,6527.17,6528.63,6528.73,6525.6,6507,21695
incgraph\_20\_0.06\_5\_30\_1.60\_4\_1,7037.47,7053.13,7040.63,7038.13,7043.23,7041.2,7039.93,7042.6,7016,20878
incgraph\_20\_0.06\_5\_30\_1.60\_5\_1,4715.6,4718.53,4717.5,4715.97,4715.23,4715.4,4715.63,4715.73,4693,15671
incgraph\_20\_0.06\_5\_30\_1.60\_6\_1,6699.6,6704.4,6703.63,6701.93,6700.33,6701.57,6700.3,6701.23,6675,23232
incgraph\_20\_0.06\_5\_30\_1.60\_7\_1,7706.87,7728.33,7707.1,7704.87,7705.83,7704.83,7704.03,7705.3,7693,26156
incgraph\_20\_0.06\_5\_30\_1.60\_8\_1,6209.63,6213.8,6207.4,6210.43,6209.13,6209.7,6208.37,6209.97,6188,18191
incgraph\_20\_0.06\_5\_30\_1.60\_9\_1,5874.1,5881.0,5877.9,5879.9,5877.2,5876.67,5878.8,5877.23,5832,17643
incgraph\_20\_0.06\_5\_30\_1.60\_10\_1,5853.1,5855.9,5854.07,5855.37,5858.2,5859.73,5859.13,5856.97,5832,18742
incgraph\_20\_0.17\_5\_30\_1.20\_1\_1,35260.0,35272.7,35260.9,35260.67,35260.6,35261.27,35260.43,35261.17,35260,21.15
incgraph\_20\_0.17\_5\_30\_1.20\_2\_1,27117.0,27124.77,27116.3,27116.6,27116.73,27115.77,27116.13,27116.93,27115,16477
incgraph\_20\_0.17\_5\_30\_1.20\_3\_1,15451.23,15442.93,15440.27,15440.53,15441.77,15441.8,15441.2,15442.03,15439,12111
incgraph\_20\_0.17\_5\_30\_1.20\_4\_1,20326.43,20318.77,20336.1,20333.0,20324.13,20320.7,20320.2,20319.63,20311,12591
incgraph\_20\_0.17\_5\_30\_1.20\_5\_1,10683.0,10637.33,10657.63,10656.33,10652.13,10661.57,10664.13,10652.5,10637,6802
incgraph\_20\_0.17\_5\_30\_1.20\_6\_1,18116.53,18113.33,18112.17,18108.53,18110.5,18108.37,18111.7,18112.33,18095,11072
incgraph\_20\_0.17\_5\_30\_1.20\_7\_1,18575.57,18575.0,18575.03,18575.0,18575.07,18575.07,18575.03,18575.0,18575,12334
incgraph\_20\_0.17\_5\_30\_1.20\_8\_1,15659.47,15613.47,15642.83,15641.1,15650.8,15642.0,15641.43,15635.1,15602,9237
incgraph\_20\_0.17\_5\_30\_1.20\_9\_1,12232.8,12231.8,12227.47,12228.6,12221.0,12222.33,12225.53,12219.6,12213,8392
incgraph\_20\_0.17\_5\_30\_1.20\_10\_1,15926.0,15937.37,15926.0,15926.0,15926.0,15926.0,15926.0,15926.0,15926,7789
incgraph\_20\_0.17\_5\_30\_1.60\_1\_1,58094.57,58069.8,58086.53,58085.83,58085.67,58083.2,58084.03,58089.7,58031,60.13
incgraph\_20\_0.17\_5\_30\_1.60\_2\_1,42413.17,42406.43,42412.63,42410.43,42413.27,42404.47,42405.0,42409.63,42363,53049
incgraph\_20\_0.17\_5\_30\_1.60\_3\_1,24377.03,24441.6,24399.87,24396.6,24393.8,24401.5,24404.47,24393.83,24316,33987
incgraph\_20\_0.17\_5\_30\_1.60\_4\_1,32981.03,32998.4,32982.37,32983.0,32981.8,32982.67,32982.63,32983.73,32957,45994
incgraph\_20\_0.17\_5\_30\_1.60\_5\_1,16563.97,16546.8,16549.23,16552.4,16553.33,16548.93,16548.13,16553.07,16519,27.05
incgraph\_20\_0.17\_5\_30\_1.60\_6\_1,28444.27,28465.87,28447.13,28447.87,28444.77,28451.33,28444.83,28452.5,28402,58495
incgraph\_20\_0.17\_5\_30\_1.60\_7\_1,29567.87,29607.63,29571.87,29572.83,29571.97,29572.33,29573.8,29572.0,29547,39746
incgraph\_20\_0.17\_5\_30\_1.60\_8\_1,23638.23,23664.0,23640.3,23639.77,23643.33,23643.33,23643.5,23641.57,23621,26608
incgraph\_20\_0.17\_5\_30\_1.60\_9\_1,19373.23,19369.6,19362.03,19360.5,19365.6,19364.93,19366.3,19368.77,19345,33682
incgraph\_20\_0.17\_5\_30\_1.60\_10\_1,24215.67,24242.2,24208.13,24205.8,24207.07,24207.83,24205.3,24207.47,24189,44816
incgraph\_20\_0.30\_5\_30\_1.20\_1\_1,109751.67,109764.83,109751.03,109750.0,109765.1,109761.73,109756.1,109750.8,109731,40741
incgraph\_20\_0.30\_5\_30\_1.20\_2\_1,81114.37,81114.43,81114.07,81114.0,81114.07,81114.17,81114.2,81114.1,81114,32702
incgraph\_20\_0.30\_5\_30\_1.20\_3\_1,46071.1,46073.77,46071.0,46071.0,46071.07,46071.0,46071.0,46071.0,46071,17447
incgraph\_20\_0.30\_5\_30\_1.20\_4\_1,60060.8,60008.13,60045.5,60039.87,60033.77,60048.9,60043.3,60031.57,59970,22402
incgraph\_20\_0.30\_5\_30\_1.20\_5\_1,31219.97,31223.33,31216.3,31219.07,31216.83,31217.63,31217.93,31216.03,31168,11655
incgraph\_20\_0.30\_5\_30\_1.20\_6\_1,53914.2,53908.2,53911.73,53910.63,53910.0,53911.53,53909.83,53909.03,53905,19.91
incgraph\_20\_0.30\_5\_30\_1.20\_7\_1,58375.0,58230.37,58214.03,58215.57,58220.57,58217.2,58215.27,58220.43,58191,22413
incgraph\_20\_0.30\_5\_30\_1.20\_8\_1,47022.93,46991.63,46997.93,46998.83,46989.67,46993.0,46987.37,46988.27,46922,16809
incgraph\_20\_0.30\_5\_30\_1.20\_9\_1,36360.3,36362.13,36355.27,36355.0,36355.0,36355.27,36355.0,36355.0,36355,14935
incgraph\_20\_0.30\_5\_30\_1.20\_10\_1,47908.0,47940.8,47908.0,47908.0,47908.0,47908.0,47908.0,47908.0,47908,18649
incgraph\_20\_0.30\_5\_30\_1.60\_1\_1,179901.27,179909.03,179961.47,179955.1,179950.23,179976.3,179966.33,179968.53,179802,604718
incgraph\_20\_0.30\_5\_30\_1.60\_2\_1,132416.07,132725.3,132418.4,132417.93,132416.83,132418.47,132418.23,132417.2,132405,812839
incgraph\_20\_0.30\_5\_30\_1.60\_3\_1,74656.23,74777.7,74634.3,74635.97,74639.13,74647.53,74646.93,74637.57,74537,190.8
incgraph\_20\_0.30\_5\_30\_1.60\_4\_1,100005.13,100023.8,100006.5,100005.9,100006.47,100006.43,100005.33,100006.87,100002,138.86
incgraph\_20\_0.30\_5\_30\_1.60\_5\_1,50978.53,50976.7,50957.2,50955.57,50953.93,50954.4,50954.2,50957.13,50948,97317
incgraph\_20\_0.30\_5\_30\_1.60\_6\_1,87969.83,87904.07,87856.8,87852.67,87857.53,87860.93,87852.73,87856.07,87780,187273
incgraph\_20\_0.30\_5\_30\_1.60\_7\_1,94997.03,95033.87,95023.63,95018.97,95022.9,95031.2,95025.97,95028.8,94934,306362
incgraph\_20\_0.30\_5\_30\_1.60\_8\_1,76960.67,76865.9,76893.23,76891.17,76895.3,76892.13,76897.3,76892.67,76838,162069
incgraph\_20\_0.30\_5\_30\_1.60\_9\_1,57886.43,57923.63,57882.0,57882.17,57884.47,57880.4,57878.23,57884.33,57856,148688
incgraph\_20\_0.30\_5\_30\_1.60\_10\_1,78248.4,78287.53,78239.83,78240.4,78227.93,78234.4,78234.03,78231.87,78201,142823
,,,,,,,,,,
incgraph\_2\_0.06\_5\_30\_1.20\_1\_2,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201,1736
incgraph\_2\_0.06\_5\_30\_1.20\_2\_2,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282,667
incgraph\_2\_0.06\_5\_30\_1.20\_3\_2,310.0,304.2,310.0,310.0,310.0,310.0,310.0,310.0,299,887
incgraph\_2\_0.06\_5\_30\_1.20\_4\_2,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356,0.66
incgraph\_2\_0.06\_5\_30\_1.20\_5\_2,30.0,30.0,30.17,30.0,30.0,30.0,30.0,30.0,30,214
incgraph\_2\_0.06\_5\_30\_1.20\_6\_2,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375,1022
incgraph\_2\_0.06\_5\_30\_1.20\_7\_2,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327,1618
incgraph\_2\_0.06\_5\_30\_1.20\_8\_2,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98,187
incgraph\_2\_0.06\_5\_30\_1.20\_10\_2,136.0,136.0,138.53,136.93,136.0,136.0,136.0,136.0,136,411
incgraph\_2\_0.06\_5\_30\_1.60\_1\_2,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248,1202
incgraph\_2\_0.06\_5\_30\_1.60\_2\_2,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337,2225
incgraph\_2\_0.06\_5\_30\_1.60\_3\_2,354.0,347.2,354.9,355.53,353.4,353.93,354.2,353.63,346,2288
incgraph\_2\_0.06\_5\_30\_1.60\_4\_2,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432,1867
incgraph\_2\_0.06\_5\_30\_1.60\_5\_2,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56,286
incgraph\_2\_0.06\_5\_30\_1.60\_6\_2,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671,2669
incgraph\_2\_0.06\_5\_30\_1.60\_7\_2,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523,2906
incgraph\_2\_0.06\_5\_30\_1.60\_8\_2,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127,614
incgraph\_2\_0.06\_5\_30\_1.60\_9\_2,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220,1354
incgraph\_2\_0.06\_5\_30\_1.60\_10\_2,218.0,218.0,218.0,218.0,218.0,218.37,218.2,218.0,218,1303
incgraph\_2\_0.17\_5\_30\_1.20\_1\_2,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143,838
incgraph\_2\_0.17\_5\_30\_1.20\_2\_2,969.0,969.0,972.0,972.0,969.0,971.9,971.9,969.0,969,892
incgraph\_2\_0.17\_5\_30\_1.20\_3\_2,1086.0,1079.93,1086.0,1086.0,1086.0,1086.0,1086.0,1086.0,1072,959
incgraph\_2\_0.17\_5\_30\_1.20\_4\_2,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112.0,2112,1325
incgraph\_2\_0.17\_5\_30\_1.20\_5\_2,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57,214
incgraph\_2\_0.17\_5\_30\_1.20\_6\_2,3058.0,3058.0,3058.0,3058.0,3058.0,3058.0,3058.0,3058.0,3058,1488
incgraph\_2\_0.17\_5\_30\_1.20\_7\_2,3132.0,3132.0,3132.0,3132.0,3132.0,3132.0,3132.0,3132.0,3132,1821
incgraph\_2\_0.17\_5\_30\_1.20\_8\_2,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351,301
incgraph\_2\_0.17\_5\_30\_1.20\_10\_2,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433,505
incgraph\_2\_0.17\_5\_30\_1.60\_1\_2,1725.0,1725.03,1725.13,1725.1,1725.0,1725.03,1725.03,1725.03,1725,1934
incgraph\_2\_0.17\_5\_30\_1.60\_2\_2,1678.0,1678.1,1678.0,1678.03,1678.0,1678.07,1678.07,1678.0,1678,2573
incgraph\_2\_0.17\_5\_30\_1.60\_3\_2,1530.93,1482.17,1509.07,1499.4,1489.83,1510.8,1513.83,1509.53,1481,3753
incgraph\_2\_0.17\_5\_30\_1.60\_4\_2,3248.0,3338.87,3252.73,3253.0,3254.2,3250.0,3253.4,3253.0,3248,3.32
incgraph\_2\_0.17\_5\_30\_1.60\_5\_2,51.0,51.0,51.07,51.0,51.0,51.0,51.0,51.0,51,399
incgraph\_2\_0.17\_5\_30\_1.60\_6\_2,4689.87,4688.93,4688.93,4688.87,4689.27,4689.2,4689.33,4689.27,4688,4892
incgraph\_2\_0.17\_5\_30\_1.60\_7\_2,5306.0,5306.0,5306.0,5306.0,5306.0,5306.0,5306.0,5306.0,5306,5219
incgraph\_2\_0.17\_5\_30\_1.60\_8\_2,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617.0,617,758
incgraph\_2\_0.17\_5\_30\_1.60\_9\_2,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220,1196
incgraph\_2\_0.17\_5\_30\_1.60\_10\_2,656.07,656.0,656.33,656.43,656.83,656.5,656.5,657.43,656,1548
incgraph\_2\_0.30\_5\_30\_1.20\_1\_2,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380,1463
incgraph\_2\_0.30\_5\_30\_1.20\_2\_2,3570.0,3572.13,3570.0,3570.0,3570.0,3570.0,3570.0,3570.0,3570,1791
incgraph\_2\_0.30\_5\_30\_1.20\_3\_2,3711.0,3678.0,3696.7,3697.8,3711.0,3690.1,3685.7,3679.1,3678,2137
incgraph\_2\_0.30\_5\_30\_1.20\_4\_2,6564.0,6564.0,6564.0,6564.0,6564.0,6564.0,6564.0,6564.0,6564,2858
incgraph\_2\_0.30\_5\_30\_1.20\_5\_2,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210,222
incgraph\_2\_0.30\_5\_30\_1.20\_6\_2,8527.0,8527.2,8527.0,8527.0,8527.0,8527.0,8527.0,8527.0,8527,3439
incgraph\_2\_0.30\_5\_30\_1.20\_7\_2,9868.0,9849.0,9827.4,9814.2,9826.4,9838.2,9837.2,9829.27,9813,4544
incgraph\_2\_0.30\_5\_30\_1.20\_8\_2,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364,924
incgraph\_2\_0.30\_5\_30\_1.20\_10\_2,1367.0,1367.0,1367.0,1367.0,1367.0,1367.0,1367.0,1367.0,1367,805
incgraph\_2\_0.30\_5\_30\_1.60\_1\_2,5323.5,5260.0,5326.53,5326.57,5316.8,5320.47,5315.13,5315.03,5260,5.15
incgraph\_2\_0.30\_5\_30\_1.60\_2\_2,5324.23,5342.03,5324.07,5324.03,5324.13,5324.3,5324.37,5324.03,5324,4679
incgraph\_2\_0.30\_5\_30\_1.60\_3\_2,5877.53,5877.0,5877.0,5877.0,5877.07,5877.0,5877.0,5877.0,5877,5867
incgraph\_2\_0.30\_5\_30\_1.60\_4\_2,10356.17,10356.33,10356.6,10358.23,10356.17,10364.03,10362.5,10355.6,10355,11815
incgraph\_2\_0.30\_5\_30\_1.60\_5\_2,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274,632
incgraph\_2\_0.30\_5\_30\_1.60\_6\_2,12830.0,12830.0,12830.0,12830.0,12830.0,12830.0,12830.0,12830.0,12830,12094
incgraph\_2\_0.30\_5\_30\_1.60\_7\_2,16278.0,16278.0,16278.0,16278.0,16278.0,16278.0,16278.0,16278.0,16278,7932
incgraph\_2\_0.30\_5\_30\_1.60\_8\_2,1929.0,1929.07,1929.0,1929.0,1929.03,1929.0,1929.03,1929.0,1929,2131
incgraph\_2\_0.30\_5\_30\_1.60\_9\_2,609.0,600.33,601.0,601.0,601.0,601.13,601.27,601.0,599,1596
incgraph\_2\_0.30\_5\_30\_1.60\_10\_2,2285.03,2283.0,2283.0,2283.0,2283.0,2283.03,2283.03,2283.13,2283,1759
,,,,,,,,,,
incgraph\_6\_0.06\_5\_30\_1.20\_1\_2,1032.73,1026.17,1031.5,1031.47,1029.7,1030.57,1030.17,1029.97,1024,1803
incgraph\_6\_0.06\_5\_30\_1.20\_2\_2,1251.0,1251.07,1251.0,1251.0,1251.0,1251.0,1251.0,1251.0,1251,2445
incgraph\_6\_0.06\_5\_30\_1.20\_3\_2,1805.0,1805.8,1805.1,1805.0,1805.13,1805.0,1805.03,1805.03,1805,3236
incgraph\_6\_0.06\_5\_30\_1.20\_4\_2,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098,2033
incgraph\_6\_0.06\_5\_30\_1.20\_5\_2,458.0,458.0,458.0,458.0,458.0,458.0,458.0,458.0,458,971
incgraph\_6\_0.06\_5\_30\_1.20\_6\_2,1207.0,1207.0,1207.0,1207.0,1207.0,1207.0,1207.0,1207.0,1207,1857
incgraph\_6\_0.06\_5\_30\_1.20\_7\_2,1450.2,1435.0,1445.27,1444.33,1440.03,1437.67,1440.4,1437.0,1435,2215
incgraph\_6\_0.06\_5\_30\_1.20\_8\_2,525.0,525.0,525.27,525.0,525.0,525.0,525.0,525.0,525,791
incgraph\_6\_0.06\_5\_30\_1.20\_10\_2,1183.17,1183.0,1183.17,1183.0,1183.0,1183.0,1183.0,1183.0,1183,1444
incgraph\_6\_0.06\_5\_30\_1.60\_1\_2,1341.3,1340.87,1340.73,1340.63,1341.5,1339.87,1340.4,1341.17,1333,4097
incgraph\_6\_0.06\_5\_30\_1.60\_2\_2,1686.4,1688.5,1687.47,1687.37,1687.53,1687.37,1686.9,1686.63,1659,5.93
incgraph\_6\_0.06\_5\_30\_1.60\_3\_2,2665.17,2659.73,2659.87,2659.4,2660.23,2660.1,2659.13,2660.6,2650,9615
incgraph\_6\_0.06\_5\_30\_1.60\_4\_2,1665.53,1665.8,1665.87,1666.67,1666.77,1665.97,1666.77,1667.1,1661,5613
incgraph\_6\_0.06\_5\_30\_1.60\_5\_2,615.27,613.77,613.43,613.4,613.93,615.1,615.5,613.5,611,1437
incgraph\_6\_0.06\_5\_30\_1.60\_6\_2,1622.7,1625.27,1624.17,1624.2,1623.1,1623.23,1623.57,1623.23,1621,5082
incgraph\_6\_0.06\_5\_30\_1.60\_7\_2,1924.43,1913.7,1923.9,1923.3,1924.73,1921.7,1922.23,1920.3,1901,7441
incgraph\_6\_0.06\_5\_30\_1.60\_8\_2,757.63,757.23,757.33,758.37,756.9,756.3,756.7,756.9,752,2047
incgraph\_6\_0.06\_5\_30\_1.60\_9\_2,1264.2,1254.53,1265.7,1265.13,1263.93,1265.07,1264.23,1263.97,1248,8027
incgraph\_6\_0.06\_5\_30\_1.60\_10\_2,1923.43,1926.0,1924.23,1924.83,1924.57,1924.47,1924.03,1923.97,1921,3456
incgraph\_6\_0.17\_5\_30\_1.20\_1\_2,4643.3,4643.0,4643.0,4643.0,4643.0,4643.0,4643.0,4643.0,4643,2594
incgraph\_6\_0.17\_5\_30\_1.20\_2\_2,5862.0,5838.5,5836.5,5836.4,5836.7,5836.4,5837.0,5836.9,5836,4039
incgraph\_6\_0.17\_5\_30\_1.20\_3\_2,12001.0,11996.0,11996.0,11996.0,11996.0,11996.0,11996.0,11996.0,11996,6967
incgraph\_6\_0.17\_5\_30\_1.20\_4\_2,6032.0,6031.0,6031.5,6031.63,6031.73,6031.53,6031.67,6031.47,6031,3783
incgraph\_6\_0.17\_5\_30\_1.20\_5\_2,1158.7,1154.13,1161.73,1160.77,1155.6,1156.47,1158.8,1158.87,1150,961
incgraph\_6\_0.17\_5\_30\_1.20\_6\_2,5842.6,5845.3,5838.07,5840.7,5838.6,5838.03,5838.0,5838.63,5838,3908
incgraph\_6\_0.17\_5\_30\_1.20\_7\_2,6684.6,6665.0,6665.0,6665.0,6666.93,6695.57,6687.33,6665.0,6665,4.56
incgraph\_6\_0.17\_5\_30\_1.20\_8\_2,1847.03,1847.13,1847.0,1847.0,1847.03,1847.03,1847.03,1847.0,1847,1504
incgraph\_6\_0.17\_5\_30\_1.20\_10\_2,5674.0,5676.33,5674.1,5674.33,5674.0,5674.0,5674.0,5674.0,5674,3671
incgraph\_6\_0.17\_5\_30\_1.60\_1\_2,7589.4,7580.93,7584.03,7581.57,7578.73,7582.0,7583.33,7578.6,7567,12998
incgraph\_6\_0.17\_5\_30\_1.60\_2\_2,9365.43,9334.4,9342.77,9344.17,9342.17,9343.53,9343.9,9344.67,9333,36167
incgraph\_6\_0.17\_5\_30\_1.60\_3\_2,19752.77,19658.7,19695.5,19696.93,19683.63,19697.57,19695.6,19715.77,19656,16272
incgraph\_6\_0.17\_5\_30\_1.60\_4\_2,10141.6,10118.07,10124.6,10128.2,10125.67,10125.33,10123.9,10124.0,10116,15802
incgraph\_6\_0.17\_5\_30\_1.60\_5\_2,1573.23,1541.0,1563.1,1551.23,1564.83,1564.57,1568.27,1556.77,1524,2575
incgraph\_6\_0.17\_5\_30\_1.60\_6\_2,9664.3,9513.43,9514.53,9513.17,9513.37,9512.4,9511.93,9515.73,9509,12554
incgraph\_6\_0.17\_5\_30\_1.60\_7\_2,10965.73,10948.9,10945.6,10943.73,10951.97,10955.73,10963.13,10946.57,10922,31.17
incgraph\_6\_0.17\_5\_30\_1.60\_8\_2,2876.7,2867.63,2874.97,2874.03,2870.97,2873.83,2876.13,2872.5,2866,4175
incgraph\_6\_0.17\_5\_30\_1.60\_9\_2,1959.43,1950.6,1957.1,1956.4,1954.53,1953.7,1954.3,1956.53,1950,5585
incgraph\_6\_0.17\_5\_30\_1.60\_10\_2,9039.67,9026.17,9031.13,9028.37,9030.23,9021.8,9020.8,9026.77,9008,20052
incgraph\_6\_0.30\_5\_30\_1.20\_1\_2,14627.0,14627.83,14627.0,14627.0,14627.0,14627.0,14627.0,14627.0,14627,5538
incgraph\_6\_0.30\_5\_30\_1.20\_2\_2,18029.5,17929.0,17955.9,17937.0,17941.8,17945.7,17933.8,17940.2,17929,6832
incgraph\_6\_0.30\_5\_30\_1.20\_3\_2,36656.83,36714.23,36654.0,36654.17,36654.0,36654.33,36654.17,36655.5,36654,14294
incgraph\_6\_0.30\_5\_30\_1.20\_4\_2,19354.37,19323.67,19330.47,19326.57,19324.83,19335.8,19328.83,19333.3,19322,8263
incgraph\_6\_0.30\_5\_30\_1.20\_5\_2,3152.73,3141.23,3146.73,3144.83,3148.4,3145.93,3146.13,3154.53,3138,1538
incgraph\_6\_0.30\_5\_30\_1.20\_6\_2,17927.77,17872.0,17881.9,17883.87,17875.6,17893.6,17886.4,17892.53,17872,7.9
incgraph\_6\_0.30\_5\_30\_1.20\_7\_2,19681.3,19684.63,19673.43,19673.0,19673.0,19673.0,19673.43,19673.43,19673,7028
incgraph\_6\_0.30\_5\_30\_1.20\_8\_2,5936.0,5938.07,5936.0,5936.0,5936.0,5936.0,5936.0,5936.0,5936,2165
incgraph\_6\_0.30\_5\_30\_1.20\_10\_2,17269.0,17234.83,17273.3,17271.9,17271.5,17276.53,17274.5,17270.83,17228,6.99
incgraph\_6\_0.30\_5\_30\_1.60\_1\_2,23460.13,23433.3,23439.1,23441.23,23446.3,23445.43,23439.97,23441.37,23408,55067
incgraph\_6\_0.30\_5\_30\_1.60\_2\_2,28132.53,28110.47,28107.47,28108.13,28107.87,28108.17,28106.3,28106.87,28106,165032
incgraph\_6\_0.30\_5\_30\_1.60\_3\_2,59622.0,59555.57,59602.47,59600.53,59606.07,59611.3,59604.97,59579.83,59520,2107023
incgraph\_6\_0.30\_5\_30\_1.60\_4\_2,30355.33,30331.5,30357.1,30352.07,30355.63,30365.97,30361.43,30364.87,30312,38849
incgraph\_6\_0.30\_5\_30\_1.60\_5\_2,5246.47,5245.27,5232.73,5232.83,5240.23,5231.8,5231.43,5239.57,5230,14212
incgraph\_6\_0.30\_5\_30\_1.60\_6\_2,28111.87,28104.3,28104.9,28106.97,28104.2,28104.17,28104.77,28104.53,28103,76342
incgraph\_6\_0.30\_5\_30\_1.60\_7\_2,32914.73,32887.47,32907.6,32908.07,32907.53,32906.4,32908.67,32919.93,32878,337.55
incgraph\_6\_0.30\_5\_30\_1.60\_8\_2,9480.6,9484.57,9481.0,9481.1,9480.73,9480.7,9480.93,9480.6,9477,28656
incgraph\_6\_0.30\_5\_30\_1.60\_9\_2,5864.33,5865.07,5864.27,5864.37,5864.53,5864.23,5864.17,5864.17,5864,6049
incgraph\_6\_0.30\_5\_30\_1.60\_10\_2,28019.0,28040.47,28018.67,28018.73,28019.03,28019.43,28019.2,28022.4,28018,49592
,,,,,,,,,,
incgraph\_13\_0.06\_5\_30\_1.20\_1\_2,2777.5,2777.57,2777.83,2777.83,2777.67,2777.77,2777.53,2777.43,2777,5301
incgraph\_13\_0.06\_5\_30\_1.20\_2\_2,3439.7,3431.67,3438.27,3437.5,3438.47,3436.8,3437.57,3436.37,3424,5301
incgraph\_13\_0.06\_5\_30\_1.20\_5\_2,1641.4,1636.83,1636.77,1638.1,1637.67,1635.93,1635.7,1639.37,1632,2167
incgraph\_13\_0.06\_5\_30\_1.20\_7\_2,2724.53,2723.27,2723.57,2723.27,2724.1,2721.5,2722.33,2724.47,2710,5857
incgraph\_13\_0.06\_5\_30\_1.20\_8\_2,1491.47,1493.03,1491.13,1491.1,1491.43,1491.6,1491.57,1491.6,1491,2125
incgraph\_13\_0.06\_5\_30\_1.20\_10\_2,2760.87,2761.67,2760.17,2760.6,2759.67,2760.03,2760.3,2759.5,2758,3445
incgraph\_13\_0.06\_5\_30\_1.60\_1\_2,4191.2,4181.83,4189.3,4186.33,4192.6,4188.67,4188.9,4188.73,4145,27725
incgraph\_13\_0.06\_5\_30\_1.60\_2\_2,5451.87,5427.83,5438.43,5440.37,5445.9,5447.77,5447.6,5440.97,5380,24805
incgraph\_13\_0.06\_5\_30\_1.60\_3\_2,4459.4,4433.27,4444.37,4442.3,4452.9,4452.37,4444.17,4452.13,4416,12297
incgraph\_13\_0.06\_5\_30\_1.60\_4\_2,3601.37,3620.73,3612.57,3608.87,3602.2,3593.33,3598.6,3607.73,3568,9509
incgraph\_13\_0.06\_5\_30\_1.60\_5\_2,2591.93,2576.73,2596.1,2593.83,2589.0,2592.63,2591.3,2590.33,2547,5124
incgraph\_13\_0.06\_5\_30\_1.60\_6\_2,3909.87,3907.37,3907.63,3906.43,3906.97,3903.97,3903.43,3907.47,3877,12428
incgraph\_13\_0.06\_5\_30\_1.60\_7\_2,4044.33,4045.5,4045.97,4045.2,4044.87,4044.23,4043.43,4040.9,4022,30617
incgraph\_13\_0.06\_5\_30\_1.60\_8\_2,2288.83,2289.37,2283.53,2284.13,2284.5,2285.03,2285.3,2284.8,2270,6335
incgraph\_13\_0.06\_5\_30\_1.60\_9\_2,3125.57,3120.6,3122.83,3123.97,3121.13,3119.27,3118.8,3124.6,3097,13462
